AppID,Name,Release date,Estimated owners,Peak CCU,Required age,Price,DiscountDLC count,Reviews,Mac,Linux,Metacritic score,Positive,Negative,Score rank,Recommendations,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Developers,Publishers,Categories,Genres_x,rating,owners_min,owners_max,year,ID,Title,ReleaseDate,Rating,Genres_y,Platforms,Metascore,Userscore,Developer,Publisher
416790,the metronomicon: slay the dance floor,2016-09-29,20000 - 50000,1,0,4.99,0,[],True,True,False,0,330,65,32,183,0,237,0,Puuba,Akupara Games,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Steam Cloud,Steam Leaderboards,Includes level editor,Remote Play Together,Family Sharing",0.0,20000,50000,2016,3857.0,the metronomicon: slay the dance floor,2016-09-29,T,Rhythm,"PC,PlayStation 4",79.0,73.0,puuba,"kasedo games,akupara games"
1110050,evan's remains,2020-06-11,200000 - 500000,2,0,1.39,0,[],True,True,False,0,1637,230,17,205,0,250,0,maitan69,Whitethorn Games,"Single-player,Steam Achievements,Full controller support,Camera Comfort,Playable without Timed Input,Family Sharing",0.0,200000,500000,2020,5672.0,evan's remains,2020-06-11,Unknown,2D Platformer,"Nintendo Switch,PC,PlayStation 4",75.0,67.0,matias schmied,whitethorn digital
715560,eastshade,2019-02-13,100000 - 200000,3,0,9.99,0,"['English', 'Simplified Chinese']",True,False,False,0,4608,549,18,320,0,151,0,Eastshade Studios,Eastshade Studios,"Single-player,Steam Achievements,Full controller support,Remote Play on TV,Family Sharing",0.0,100000,200000,2019,4341.0,eastshade,2019-02-13,Unknown,First-Person Adventure,PC,78.0,79.0,eastshade studios,eastshade studios
259190,alone in the dark: the new nightmare,2013-10-29,20000 - 50000,1,17,1.74,75,['English'],True,False,False,0,437,185,0,127,0,184,0,"Darkworks,Spiral House",THQ Nordic,"Single-player,Family Sharing",0.0,20000,50000,2013,9583.0,alone in the dark: the new nightmare,2001-06-25,M,Survival,"Dreamcast,PlayStation,PC",66.0,74.0,spiral house,"infogrames,atari sa,cyberfront,sold out software"
1272080,payday 3,2023-09-21,2000000 - 5000000,644,17,14.99,50,"['English', 'Turkish']",True,False,False,0,25497,33195,22,1421,172,721,194,Starbreeze Studios,Starbreeze Entertainment,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Stereo Sound,Subtitle Options,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",0.0,2000000,5000000,2023,9695.0,payday 3,2023-09-21,M,FPS,"PC,Xbox Series X,PlayStation 5",66.0,33.0,starbreeze,"deep silver,plaion"
260730,desperados: wanted dead or alive,2013-11-20,200000 - 500000,20,0,1.24,75,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",True,True,True,0,1958,268,0,421,0,237,0,Spellbound,THQ Nordic,"Single-player,Family Sharing",0.0,200000,500000,2013,4334.0,desperados: wanted dead or alive,2001-07-23,T,Strategy,PC,78.0,86.0,spellbound,"infogrames,nordic games publishing,sold out software,moving editora"
1889930,baldur's gate: dark alliance ii,2022-07-20,0 - 20000,7,0,27.99,30,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",True,True,True,0,476,111,26,149,0,149,0,"Square One Games Inc.,Black Isle Studios",Interplay Entertainment Corp.,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing",0.0,0,20000,2022,3944.0,baldur's gate: dark alliance ii,2004-01-20,T,Action RPG,"PlayStation 2,Xbox,Nintendo Switch,PC",78.0,80.0,black isle studios,"interplay,avalon interactive"
1832040,flintlock: the siege of dawn,2024-07-17,20000 - 50000,16,17,9.99,75,"['English', 'Portuguese - Brazil']",True,False,False,0,837,267,38,309,0,539,0,A44 Games,Kepler Interactive,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Family Sharing",0.0,20000,50000,2024,7992.0,flintlock: the siege of dawn,2024-07-17,M,Action RPG,"PC,PlayStation 5,Xbox Series X",70.0,48.0,a44,kepler interactive
1430220,biomorph,2024-04-05,20000 - 50000,4,0,12.99,35,[],True,False,False,0,520,42,30,641,0,641,0,Lucid Dreams Studio,Lucid Dreams Studio,"Single-player,Steam Achievements,Full controller support,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Stereo Sound,Steam Cloud,Family Sharing",0.0,20000,50000,2024,6712.0,biomorph,2024-04-05,Unknown,Metroidvania,"PC,Nintendo Switch",73.0,72.0,lucid dreams studio,lucid dreams studio
1147860,ufo 50,2024-09-18,100000 - 200000,163,0,18.74,25,[],True,False,False,0,5982,267,30,549,9,230,9,Mossmouth,Mossmouth,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together,Family Sharing",0.0,100000,200000,2024,229.0,ufo 50,2024-09-18,Unknown,Party,"PC,Nintendo Switch",91.0,75.0,mossmouth,mossmouth
1281040,baby steps,2025-09-23,0 - 20000,0,0,12.99,0,[],True,False,False,0,0,0,13,290,27,231,45,"Gabe Cuzzillo,Maxi Boch,Bennett Foddy",Devolver Digital,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",,0,20000,2025,4831.0,baby steps,2025-09-23,Unknown,3D Platformer,"PlayStation 5,PC",77.0,55.0,"bennett foddy,gabe cuzzillo",devolver digital
865610,tails noir,2021-06-08,1000000 - 2000000,2,0,4.99,80,"['English', 'Simplified Chinese']",True,True,False,0,2072,1021,26,396,0,342,0,Eggnut,Raw Fury,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",0.0,1000000,2000000,2021,7042.0,tails noir,2021-06-08,M,Adventure,"PC,PlayStation 5",72.0,67.0,eggnut,raw fury
913060,jet lancer,2020-05-12,50000 - 100000,3,0,2.99,0,[],True,True,False,0,1009,82,42,153,0,179,0,Code Wakers,Armor Games Studios,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",0.0,50000,100000,2020,2562.0,jet lancer,2020-05-12,T,Vertical Shoot-'Em-Up,Nintendo Switch,81.0,69.0,vladimir fedyushkin,armor games
45770,dead rising 2: off the record,2011-10-11,200000 - 500000,25,17,4.99,75,"['English', 'Korean']",True,False,False,0,3024,884,50,562,0,244,0,Capcom Vancouver,Capcom,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",0.0,200000,500000,2011,7365.0,dead rising 2: off the record,2011-10-11,M,Open-World Action,"Xbox 360,PlayStation 3,PC",72.0,77.0,capcom vancouver,capcom
1337920,serial cleaners,2022-09-22,50000 - 100000,0,17,7.49,0,"['English', 'Polish']",True,False,False,0,328,96,24,293,0,524,0,Draw Distance,505 Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",0.0,50000,100000,2022,8814.0,serial cleaners,2022-09-22,M,Action Adventure,"PC,PlayStation 5,Xbox Series X",68.0,64.0,draw distance,505 games
7860,necrovision,2009-05-20,200000 - 500000,0,17,0.74,85,"['English', 'French', 'German', 'Spanish - Spain', 'Italian', 'Russian', 'Polish']",True,False,False,0,1181,554,0,268,0,119,0,The Farm 51,Fulqrum Publishing,"Single-player,Multi-player,Steam Cloud,Family Sharing",0.0,200000,500000,2009,10483.0,necrovision,2009-05-18,M,FPS,PC,63.0,62.0,the farm 51,"aspyr,1c entertainment,fulqrum publishing,505 games"
322630,mind zero,2016-03-08,0 - 20000,1,0,3.99,80,"['English', 'Japanese']",True,False,False,0,41,59,36,57,0,57,0,"ACQUIRE Corp.,Zerodiv",Aksys Games,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",0.0,0,20000,2016,11507.0,mind zero,2014-05-27,T,JRPG,PlayStation Vita,59.0,72.0,zerodiv,"aksys games,acquire,cyberfront"
200010,quantum conundrum,2012-06-21,200000 - 500000,2,0,0.98,89,"['English', 'Japanese']",True,False,False,0,1749,323,25,328,0,213,0,Airtight Games,Square Enix,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play on TV,Family Sharing",0.0,200000,500000,2012,4681.0,quantum conundrum,2012-06-21,E,Puzzle,"Xbox 360,PlayStation 3,PC",77.0,72.0,airtight games,square enix
717640,reigns: her majesty,2017-12-06,100000 - 200000,5,0,0.98,0,[],True,True,True,0,1049,211,13,214,0,91,0,"Nerial,Synaptic Insight Technology Systems",Devolver Digital,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",0.0,100000,200000,2017,2673.0,reigns: her majesty,2017-12-06,Unknown,Simulation,"PC,iOS (iPhone/iPad)",81.0,71.0,nerial,devolver digital
293780,crawl,2017-04-11,200000 - 500000,8,0,2.99,0,['English'],True,True,True,0,6673,366,45,278,76,153,76,Powerhoof,Powerhoof,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing",0.0,200000,500000,2017,5320.0,crawl,2017-04-11,T,Action RPG,"Xbox One,Nintendo Switch",76.0,69.0,powerhoof,powerhoof
690640,trine 4: the nightmare prince,2019-10-08,1000000 - 2000000,76,0,5.99,80,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Turkish']",True,False,False,0,11924,1455,39,445,136,315,151,Frozenbyte,Frozenbyte,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing",0.0,1000000,2000000,2019,3149.0,trine 4: the nightmare prince,2019-10-08,E10+,2D Platformer,"Nintendo Switch,PC,Xbox One,PlayStation 4",80.0,75.0,"frozenbyte, inc.","modus games,maximum games,3goo,frozenbyte, inc."
2966850,shotgun cop man,2025-05-01,0 - 20000,4,0,5.99,40,[],True,False,False,0,251,8,21,154,0,166,0,DeadToast Entertainment,Devolver Digital,"Single-player,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Includes level editor,Family Sharing",0.0,0,20000,2025,3303.0,shotgun cop man,2025-05-01,Unknown,2D Platformer,"PC,Nintendo Switch",80.0,70.0,deadtoast entertainment,devolver digital
46790,armada 2526,2011-04-08,20000 - 50000,1,0,2.24,0,[],True,False,False,0,19,16,0,0,0,0,0,Ntronium Games,Iceberg Interactive,"Single-player,Multi-player,Shared/Split Screen,Remote Play Together,Family Sharing",0.0,20000,50000,2011,9710.0,armada 2526,2009-11-17,E10+,4X Strategy,PC,66.0,71.0,ntronium games,"tri synergy,strategy first,iceberg interactive"
63950,il-2 sturmovik: cliffs of dover,2011-07-19,100000 - 200000,1,0,0.0,0,[],True,False,False,0,668,334,0,861,0,168,0,1C: Maddox Games,Fulqrum Publishing,"Single-player,Multi-player,Partial Controller Support,Steam Cloud,Valve Anti-Cheat enabled,Stats,Family Sharing",0.0,100000,200000,2011,11447.0,il-2 sturmovik: cliffs of dover,2011-04-26,T,Aircraft Combat Sim,PC,60.0,70.0,1c: maddox games,"ubisoft,e-frontier"
373930,sudden strike 4,2017-08-11,200000 - 500000,144,0,3.99,0,"['English', 'French', 'Italian', 'German', 'Russian', 'Spanish - Spain', 'Simplified Chinese', 'Japanese']",True,True,True,0,6094,1721,61,1015,0,159,0,Kite Games,Kalypso Media,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor,Remote Play on TV,Family Sharing",0.0,200000,500000,2017,8237.0,sudden strike 4,2017-08-11,T,Real-Time Strategy,"PC,PlayStation 4",70.0,76.0,kite games,kalypso
1088850,marvel's guardians of the galaxy,2021-10-26,500000 - 1000000,219,0,8.99,85,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Traditional Chinese']",True,False,False,0,36857,2301,59,726,200,483,245,Eidos-Montréal,Eidos Interactive Corp.,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",0.0,500000,1000000,2021,3056.0,marvel's guardians of the galaxy,2021-10-26,T,Linear Action Adventure,"PlayStation 5,PC,Xbox Series X,Nintendo Switch",80.0,84.0,eidos montreal,square enix
1202970,mad tracks,2020-03-10,0 - 20000,2,0,0.99,90,[],True,False,False,0,223,30,13,11,0,11,0,Loadinc Entertainment,Plug In Digital,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing",0.0,0,20000,2020,10990.0,mad tracks,2007-05-30,E,Auto Racing,Xbox 360,62.0,62.0,load inc.,"d3publisher,microsoft game studios"
962580,summer in mara,2020-06-16,200000 - 500000,6,0,1.99,0,[],True,False,False,0,1460,472,51,532,0,479,0,Chibig,Chibig,"Single-player,Steam Achievements,Full controller support,Family Sharing",0.0,200000,500000,2020,11637.0,summer in mara,2020-06-16,E10+,Adventure,"Nintendo Switch,PC",59.0,73.0,chibig,"chibig,pikii,tesura games"
982720,paradise lost,2021-03-24,100000 - 200000,1,0,4.49,70,"['English', 'Spanish - Latin America']",True,False,False,0,1526,851,12,225,0,261,0,PolyAmorous,Walkabout,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",0.0,100000,200000,2021,9663.0,paradise lost,2021-03-24,M,First-Person Adventure,"PC,PlayStation 4,Xbox One",66.0,58.0,polyamorous,all in! games
1122700,hindsight,2022-08-04,0 - 20000,0,0,5.99,60,"['English', 'Turkish']",True,True,False,0,101,28,10,0,0,0,0,Team Hindsight,Annapurna Interactive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",0.0,0,20000,2022,5244.0,hindsight,2022-08-04,Unknown,Adventure,"Nintendo Switch,PC,iOS (iPhone/iPad)",76.0,54.0,joel mcdonald,annapurna interactive
2853730,skull and bones,2024-08-22,50000 - 100000,246,17,5.99,80,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Polish']",True,False,False,0,1156,548,50,1492,709,1209,1149,Ubisoft Singapore,Ubisoft,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Captions available,In-App Purchases,HDR available",0.0,50000,100000,2024,11501.0,skull and bones,2024-02-16,M,Action Adventure,"PC,Xbox Series X,PlayStation 5",59.0,33.0,ubisoft singapore,ubisoft
1001070,koi,2019-02-22,0 - 20000,0,0,0.49,0,[],True,False,False,0,132,29,19,0,0,0,0,Dotoyou Games,Dotoyou Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Family Sharing",0.0,0,20000,2019,12865.0,koi,2016-04-19,E,Action Puzzle,PlayStation 4,51.0,57.0,oasis games,"oasis games,playism"
433320,marvel: ultimate alliance 2,2016-07-26,20000 - 50000,0,0,0.0,0,['English'],True,False,False,0,205,167,58,478,0,493,0,Zoë Mode,Activision,"Single-player,Multi-player,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Family Sharing",0.0,20000,50000,2016,6622.0,marvel: ultimate alliance 2,2009-09-15,T,Action RPG,"Wii,Xbox 360,PlayStation 3,DS",73.0,73.0,vicarious visions,activision
2386310,ultros,2024-02-13,50000 - 100000,24,0,9.99,0,[],True,True,False,0,594,150,31,307,31,329,31,Hadoque,Kepler Interactive,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",0.0,50000,100000,2024,2791.0,ultros,2024-02-13,Unknown,Metroidvania,"PC,PlayStation 5",81.0,79.0,hadoque,kepler interactive
227300,euro truck simulator 2,2012-10-12,10000000 - 20000000,17281,0,4.99,75,[],True,True,True,0,844480,22924,105,6579,564,1748,196,SCS Software,SCS Software,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play Together,Family Sharing",0.0,10000000,20000000,2012,3508.0,euro truck simulator 2,2013-01-16,Unknown,Vehicle Sim,PC,79.0,85.0,scs software,"scs software,excalibur publishing"
2634890,marvel vs. capcom fighting collection: arcade classics,2024-09-11,50000 - 100000,50,0,24.99,50,[],True,False,False,0,1956,121,40,243,212,153,212,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing",0.0,50000,100000,2024,846.0,marvel vs. capcom fighting collection: arcade classics,2024-09-12,Unknown,Compilation,"Nintendo Switch,PC,PlayStation 4,Xbox One",87.0,86.0,capcom,capcom
997030,earth atlantis,2019-01-29,20000 - 50000,0,0,1.49,90,[],True,False,False,0,50,34,15,1,0,1,0,Pixel Perfex,Headup,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Family Sharing",0.0,20000,50000,2019,7587.0,earth atlantis,2017-10-05,E,Horizontal Shoot-'Em-Up,"Nintendo Switch,PlayStation 4,Xbox One,iOS (iPhone/iPad)",71.0,66.0,pixel perfex,"headup games,vgnysoft"
339460,a pixel story,2015-03-30,0 - 20000,0,0,11.99,0,[],True,True,False,0,37,10,32,299,0,417,0,Lamplight Studios,Unknown,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Remote Play on TV,Family Sharing",0.0,0,20000,2015,6306.0,a pixel story,2015-03-30,Unknown,2D Platformer,"PC,PlayStation 4,Xbox One",74.0,61.0,lamplight studios,channel 4
404730,wasteland 2: director's cut,2014-09-18,500000 - 1000000,55,17,8.99,0,"['English', 'Turkish']",True,True,True,0,0,0,46,1539,0,391,0,inXile Entertainment,inXile Entertainment,"Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud,Family Sharing",,500000,1000000,2014,3276.0,wasteland 2: director's cut,2015-10-13,M,Western RPG,"PlayStation 4,Xbox One,PC,Nintendo Switch",80.0,75.0,inxile entertainment,"deep silver,inxile entertainment,spike chunsoft,koch media"
960910,heavy rain,2020-06-18,500000 - 1000000,199,17,1.99,90,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Polish', 'Portuguese - Portugal', 'Russian', 'Traditional Chinese']",True,False,False,0,16745,2962,56,420,18,344,20,Quantic Dream,Quantic Dream,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",0.0,500000,1000000,2020,728.0,heavy rain,2010-02-23,M,Third-Person Adventure,"PlayStation 3,PlayStation 4,PC",87.0,84.0,quantic dream,"scea,scei,scee,sce australia"
945740,buildings have feelings too!,2021-04-22,20000 - 50000,0,0,1.99,90,"['English', 'Japanese']",True,False,False,0,35,44,21,36,0,36,0,Blackstaff Games,"Silver Lining Interactive,Maple Whispering Limited","Single-player,Steam Achievements,Full controller support,Remote Play on TV,Family Sharing",0.0,20000,50000,2021,12673.0,buildings have feelings too!,2021-04-22,Unknown,Management,"Nintendo Switch,PlayStation 4,PC",53.0,0.0,blackstaff games,merge games
3527760,robocop: rogue city - unfinished business,2025-07-17,0 - 20000,0,17,17.99,40,"['English', 'Japanese']",True,False,False,0,0,0,25,542,452,732,452,Teyon,Nacon,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",,0,20000,2025,7548.0,robocop: rogue city - unfinished business,2025-07-17,M,FPS,"PlayStation 5,PC,Xbox Series X",71.0,72.0,teyon,"nacon,3goo"
289460,rc cars,2014-04-23,20000 - 50000,0,0,0.59,80,[],True,False,False,0,335,108,0,158,0,275,0,Creat Studio,Fulqrum Publishing,"Single-player,Multi-player,Steam Cloud,Family Sharing",0.0,20000,50000,2014,9923.0,rc cars,2003-12-11,E,Auto Racing,PC,65.0,63.0,creat studios,"whiptail interactive,1c entertainment"
1666250,circus electrique,2022-09-06,20000 - 50000,1,0,4.99,0,"['English', 'Hungarian']",True,False,False,0,191,68,50,281,0,325,0,Zen Studios,Zen Studios,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",0.0,20000,50000,2022,8227.0,circus electrique,2022-09-06,T,Turn-Based Tactics,"Nintendo Switch,PC",70.0,55.0,zen studios,saber interactive
629000,lydia,2017-06-02,20000 - 50000,0,0,1.59,0,[],True,False,False,0,525,65,1,78,0,78,0,Platonic Partnership,"Platonic Partnership,Nakana.io","Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",0.0,20000,50000,2017,8987.0,lydia,2020-01-17,T,Adventure,"PC,Nintendo Switch",68.0,67.0,platonic partnership,nakana.io
1920100,backfirewall_,2023-01-30,50000 - 100000,0,0,5.99,60,"['English', 'Simplified Chinese']",True,False,False,0,388,30,35,183,0,244,0,Naraven Games,"All in! Games,Untold Tales","Single-player,Full controller support,Steam Cloud,Family Sharing",0.0,50000,100000,2023,2171.0,backfirewall_,2023-01-30,Unknown,First-Person Adventure,"Xbox Series X,PC",82.0,82.0,naraven games,all in! games
2246340,monster hunter wilds,2025-02-27,20000000 - 50000000,12494,0,38.49,45,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean']",True,False,False,0,127273,91142,50,4590,515,3250,281,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Keyboard Only Option,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",0.0,20000000,50000000,2025,522.0,monster hunter wilds,2025-02-28,T,Action RPG,"PC,Xbox Series X,PlayStation 5",88.0,71.0,capcom,capcom
738530,new gundam breaker,2018-09-24,100000 - 200000,1,0,49.99,0,"['Japanese', 'Traditional Chinese']",True,False,False,0,1016,1349,41,445,0,416,0,"CRAFTS & MEISTER Co., Ltd.",BANDAI NAMCO Entertainment,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud,Family Sharing",0.0,100000,200000,2018,13477.0,new gundam breaker,2018-06-22,T,Action,PlayStation 4,43.0,32.0,bandai namco games,bandai namco games
222640,aarklash: legacy,2013-09-12,200000 - 500000,0,0,15.99,0,"['English', 'Polish']",True,False,False,0,610,222,29,249,0,178,0,Cyanide Studio,Nacon,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",0.0,200000,500000,2013,7033.0,aarklash: legacy,2013-09-12,Unknown,Real-Time Tactics,PC,72.0,78.0,cyanide,cyanide
1016770,interrogation: you will be deceived,2019-12-05,20000 - 50000,1,0,1.29,90,[],True,True,True,0,272,72,30,246,0,291,0,Critique Gaming,Assemble Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",0.0,20000,50000,2019,9502.0,interrogation: you will be deceived,2019-12-05,Unknown,Adventure,PC,67.0,75.0,critique gaming,mixtvision
34630,massive assault,2009-11-04,0 - 20000,1,0,9.99,0,[],True,False,False,0,29,2,0,0,0,0,0,Wargaming.net,Matrix Games/GMX Media,"Single-player,Family Sharing",0.0,0,20000,2009,4554.0,massive assault,2003-10-28,T,Turn-Based Strategy,PC,77.0,67.0,wargaming.net,"matrix games,red ant enterprises"
286770,shadow ops: red mercury,2014-07-02,50000 - 100000,2,13,1.39,80,['English'],True,False,False,0,216,66,0,200,0,251,0,Zombie Studios,Atari,"Single-player,Multi-player,Family Sharing",0.0,50000,100000,2014,11097.0,shadow ops: red mercury,2004-06-15,T,FPS,"PC,Xbox",61.0,50.0,zombie studios,atari sa
1016920,unrailed!,2020-09-23,1000000 - 2000000,182,0,2.99,85,[],True,True,True,0,17426,1243,53,373,151,208,258,Indoor Astronaut,Daedalic Entertainment,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing",0.0,1000000,2000000,2020,4891.0,unrailed!,2020-09-23,Unknown,Strategy,"PC,Nintendo Switch",77.0,72.0,indoor astronaut,daedalic entertainment
1567440,inbento,2021-07-30,100000 - 200000,15,0,0.99,0,[],True,True,False,0,1771,52,15,109,63,55,108,Afterburn,Afterburn,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Mouse Only Option,Playable without Timed Input,Touch Only Option,Steam Cloud,Remote Play Together,Family Sharing",0.0,100000,200000,2021,4977.0,inbento,2020-03-12,E,Stacking Puzzle,Nintendo Switch,76.0,85.0,afterburn,7levels
1185700,arrog,2020-07-28,0 - 20000,0,0,1.49,0,[],True,False,False,0,175,21,12,50,0,50,0,"LEAP Game Studios,Hermanos Magia",indienova,"Single-player,Steam Achievements,Family Sharing",0.0,0,20000,2020,9023.0,arrog,2021-02-05,E10+,Point-and-Click,PlayStation 4,68.0,50.0,leap game studios,nakana.io
1074170,self,2020-01-15,0 - 20000,0,0,2.49,0,[],True,True,False,0,203,58,15,0,0,0,0,doBell,indienova,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",0.0,0,20000,2020,10004.0,self,2020-01-16,E10+,Text Adventure,Nintendo Switch,65.0,0.0,dobell,indienova
2994010,chains of freedom,2025-04-15,100000 - 200000,19,0,14.99,0,"['English', 'Simplified Chinese']",True,False,False,0,204,61,37,0,0,0,0,Nordcurrent,Nordcurrent Labs,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",0.0,100000,200000,2025,8772.0,chains of freedom,2025-04-15,Unknown,Turn-Based Tactics,PC,68.0,76.0,nordcurrent,nordcurrent
218640,lucius,2012-10-26,500000 - 1000000,20,0,1.49,85,"['English', 'German', 'Italian', 'Spanish - Spain', 'French']",True,False,False,0,8528,1987,58,250,0,128,0,Shiver Games,Shiver Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",0.0,500000,1000000,2012,11702.0,lucius,2012-10-26,Unknown,Action Adventure,PC,59.0,60.0,shiver games,lace mamba global
1537830,disney speedstorm,2023-04-18,0 - 20000,169,0,0.0,0,"['English', 'Spanish - Latin America']",True,False,False,0,0,0,24,288,2,84,2,Gameloft,Gameloft,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Stats",,0,20000,2023,6197.0,disney speedstorm,2023-09-28,E,Auto Racing,"Nintendo Switch,PlayStation 5,Xbox Series X",74.0,51.0,gameloft,gameloft
